show_id,type,title,director,cast,country,date_added,release_year,rating,duration,listed_in,description,year_added,month_added,month_name,duration_minutes,duration_seasons,primary_country,primary_genre,content_age_at_addition,is_multi_country,is_multi_genre,genre_count,cast_count,era,rating_category
s01242,Movie,Untitled Film 2805,Director 124,"Actor 430, Actor 249, Actor 35","United States, Australia",2014-10-11,1959,PG-13,194 min,"Children & Family Movies, Cult Movies","Love, loss, and laughter collide in this heartwarming family drama.",2014,10,Oct,194.0,,United States,Children & Family Movies,55.0,1,1,2,3,Pre-1980s,Teens
s01243,Movie,Untitled Film 5534,Director 4,"Actor 59, Actor 385, Actor 423, Actor 285, Actor 392",Italy,2009-03-21,1990,TV-MA,141 min,"Music & Musicals, Classic Movies",Ancient myths intertwine with modern life in this visually stunning epic.,2009,3,Mar,141.0,,Italy,Music & Musicals,19.0,0,1,2,5,1990s,Adults
s01244,Movie,Untitled Film 4500,Director 113,"Actor 361, Actor 457, Actor 28, Actor 168, Actor 226, Actor 467, Actor 463",United States,2013-12-01,2021,R,120 min,"Comedies, Anime Features","Secrets buried for decades resurface, threatening to destroy everything.",2013,12,Dec,120.0,,United States,Comedies,0.0,0,1,2,7,2020s,Adults
s01245,Movie,Untitled Film 12,Director 21,"Actor 125, Actor 468, Actor 195, Actor 114, Actor 193, Actor 392, Actor 274",United States,2017-09-12,2012,PG,85 min,Horror Movies,"When the rules no longer apply, how far will you go to protect what you love?",2017,9,Sep,85.0,,United States,Horror Movies,5.0,0,0,1,7,2010s,Teens
s01246,Movie,Untitled Film 2603,Director 124,"Actor 242, Actor 147, Actor 427, Actor 462, Actor 220",Brazil,2018-04-27,1998,NR,121 min,"Horror Movies, Thrillers","When the rules no longer apply, how far will you go to protect what you love?",2018,4,Apr,121.0,,Brazil,Horror Movies,20.0,0,1,2,5,1990s,Adults
s01247,Movie,Untitled Film 5302,Raul Campos,"Actor 171, Actor 211, Actor 157",United States,2020-11-25,1962,R,96 min,"Stand-Up Comedy, Documentaries","Love, loss, and laughter collide in this heartwarming family drama.",2020,11,Nov,96.0,,United States,Stand-Up Comedy,58.0,0,1,2,3,Pre-1980s,Adults
s01248,Movie,Untitled Film 4016,Director 55,"Actor 314, Actor 253, Actor 328, Actor 107, Actor 376, Actor 36, Actor 431",India,2008-03-15,2011,TV-MA,78 min,Faith & Spirituality,"In a world on the brink of collapse, one person holds the key to salvation.",2008,3,Mar,78.0,,India,Faith & Spirituality,0.0,0,0,1,7,2010s,Adults
s01249,TV Show,Untitled Series 254,Director 12,"Actor 420, Actor 132, Actor 109","United States, Hong Kong",2014-05-18,1981,TV-G,1 Season,"Talk Shows & Variety, Spanish-Language TV Shows","Love, loss, and laughter collide in this heartwarming family drama.",2014,5,May,,1.0,United States,Talk Shows & Variety,33.0,1,1,2,3,1980s,Kids
s01250,Movie,Untitled Film 581,Director 159,"Actor 431, Om Puri, Actor 190, Actor 348, Actor 31",India,2016-12-07,2001,G,166 min,Dramas,A young entrepreneur bets everything on a revolutionary idea that could change the world.,2016,12,Dec,166.0,,India,Dramas,15.0,0,0,1,5,2000s,Kids
s01251,TV Show,Untitled Series 1252,Director 175,"Actor 32, Actor 113, Actor 485, Actor 254, Shun Oguri",United States,2009-11-25,1954,TV-14,1 Season,"TV Sci-Fi & Fantasy, TV Thrillers",A young entrepreneur bets everything on a revolutionary idea that could change the world.,2009,11,Nov,,1.0,United States,TV Sci-Fi & Fantasy,55.0,0,1,2,5,Pre-1980s,Teens
s01252,Movie,Untitled Film 1332,Jay Karas,"Actor 228, Actor 392, Actor 173, Actor 498, Actor 343, Actor 391, Actor 246",United States,2008-01-20,2005,PG,169 min,"Comedies, Stand-Up Comedy, Sci-Fi & Fantasy","Secrets buried for decades resurface, threatening to destroy everything.",2008,1,Jan,169.0,,United States,Comedies,3.0,0,1,3,7,2000s,Teens
s01253,Movie,Untitled Film 4838,Director 187,"Actor 262, Actor 57, Actor 241, Actor 496, Actor 415",United States,2012-11-17,2012,TV-MA,184 min,Classic Movies,A young entrepreneur bets everything on a revolutionary idea that could change the world.,2012,11,Nov,184.0,,United States,Classic Movies,0.0,0,0,1,5,2010s,Adults
s01254,Movie,Untitled Film 2274,Director 163,"Actor 241, Actor 368, Actor 81",India,2014-08-26,1977,R,113 min,Horror Movies,"When the rules no longer apply, how far will you go to protect what you love?",2014,8,Aug,113.0,,India,Horror Movies,37.0,0,0,1,3,Pre-1980s,Adults
s01255,TV Show,Untitled Series 2155,Director 31,"Amitabh Bachchan, Actor 52, Actor 164","Hong Kong, Indonesia",2014-06-19,2021,TV-MA,4 Seasons,"TV Sci-Fi & Fantasy, Docuseries",A detective must race against time to solve a series of mysterious disappearances.,2014,6,Jun,,4.0,Hong Kong,TV Sci-Fi & Fantasy,0.0,1,1,2,3,2020s,Adults
s01256,Movie,Untitled Film 4810,Director 156,"Actor 494, Actor 481, Actor 43, Actor 491, Actor 122",United States,2011-11-15,1970,TV-MA,195 min,"Documentaries, Romantic Movies, Sci-Fi & Fantasy","When the rules no longer apply, how far will you go to protect what you love?",2011,11,Nov,195.0,,United States,Documentaries,41.0,0,1,3,5,Pre-1980s,Adults
s01257,TV Show,Untitled Series 2206,Ron Howard,"Actor 56, Actor 182, Actor 239",France,2014-07-04,1958,TV-MA,2 Seasons,"Korean TV Shows, TV Horror","Secrets buried for decades resurface, threatening to destroy everything.",2014,7,Jul,,2.0,France,Korean TV Shows,56.0,0,1,2,3,Pre-1980s,Adults
s01258,Movie,Untitled Film 6088,Director 86,"Actor 374, Actor 175, Actor 225, Om Puri, Actor 433",Sweden,2015-04-12,2015,TV-14,197 min,Independent Movies,An unlikely friendship forms between two strangers in extraordinary circumstances.,2015,4,Apr,197.0,,Sweden,Independent Movies,0.0,0,0,1,5,2010s,Teens
s01259,Movie,Untitled Film 4412,Director 55,"Actor 304, Actor 438, Actor 496","United States, Hong Kong",2010-12-20,1950,TV-MA,75 min,"Children & Family Movies, Classic Movies",A single decision ripples through generations in this powerful generational saga.,2010,12,Dec,75.0,,United States,Children & Family Movies,60.0,1,1,2,3,Pre-1980s,Adults
s01260,TV Show,Untitled Series 2111,Director 17,"Actor 419, Actor 259, Nicolas Cage",Germany,2019-01-26,1995,TV-MA,6 Seasons,TV Horror,"When the rules no longer apply, how far will you go to protect what you love?",2019,1,Jan,,6.0,Germany,TV Horror,24.0,0,0,1,3,1990s,Adults
s01261,Movie,Untitled Film 2729,Director 64,"Actor 369, Actor 339, Actor 239",India,2010-12-23,1987,NR,193 min,Documentaries,A detective must race against time to solve a series of mysterious disappearances.,2010,12,Dec,193.0,,India,Documentaries,23.0,0,0,1,3,1980s,Adults
s01262,Movie,Untitled Film 2442,Director 190,"Actor 184, Actor 394, Actor 414, Takuya Kimura, Actor 216, Actor 303, Actor 459",India,2014-08-22,1950,R,126 min,"Comedies, Sci-Fi & Fantasy, International Movies","Love, loss, and laughter collide in this heartwarming family drama.",2014,8,Aug,126.0,,India,Comedies,64.0,0,1,3,7,Pre-1980s,Adults
s01263,Movie,Untitled Film 1553,Director 78,"Actor 24, Actor 318, Actor 27",United States,2011-06-14,1977,G,71 min,"Anime Features, Thrillers",A gripping story of survival and redemption set against breathtaking landscapes.,2011,6,Jun,71.0,,United States,Anime Features,34.0,0,1,2,3,Pre-1980s,Kids
s01264,TV Show,Untitled Series 1108,Director 195,"Actor 476, Actor 116, Actor 257, Actor 322, Actor 134, Actor 253, Actor 90","France, Turkey",2009-06-26,2010,TV-MA,3 Seasons,TV Horror,"In a world on the brink of collapse, one person holds the key to salvation.",2009,6,Jun,,3.0,France,TV Horror,0.0,1,0,1,7,2010s,Adults
s01265,Movie,Untitled Film 4278,Director 98,"Actor 499, Park Shin-hye, Actor 307",Thailand,2015-12-09,1998,PG-13,63 min,"Thrillers, Children & Family Movies",A gripping story of survival and redemption set against breathtaking landscapes.,2015,12,Dec,63.0,,Thailand,Thrillers,17.0,0,1,2,3,1990s,Teens
s01266,Movie,Untitled Film 4752,Director 139,"Actor 23, Actor 216, Actor 70, Actor 340, Actor 121, Actor 318, Actor 265",France,2011-10-13,1982,R,200 min,"International Movies, Sci-Fi & Fantasy","Love, loss, and laughter collide in this heartwarming family drama.",2011,10,Oct,200.0,,France,International Movies,29.0,0,1,2,7,1980s,Adults
s01267,Movie,Untitled Film 1222,Director 84,"Actor 352, Actor 94, Actor 294, Actor 46, Actor 413",United Kingdom,2018-04-24,2010,R,70 min,"LGBTQ Movies, Horror Movies","Love, loss, and laughter collide in this heartwarming family drama.",2018,4,Apr,70.0,,United Kingdom,LGBTQ Movies,8.0,0,1,2,5,2010s,Adults
s01268,Movie,Untitled Film 4067,Director 179,"Actor 86, Actor 408, Actor 140, Actor 228, Actor 203, Actor 150, Actor 417",United States,2019-08-30,2000,NR,193 min,Cult Movies,"When the rules no longer apply, how far will you go to protect what you love?",2019,8,Aug,193.0,,United States,Cult Movies,19.0,0,0,1,7,2000s,Adults
s01269,Movie,Untitled Film 5833,Director 86,"Naseeruddin Shah, Actor 371, Actor 390",India,2019-07-31,1976,R,131 min,Faith & Spirituality,"Love, loss, and laughter collide in this heartwarming family drama.",2019,7,Jul,131.0,,India,Faith & Spirituality,43.0,0,0,1,3,Pre-1980s,Adults
s01270,TV Show,Untitled Series 324,Director 11,"Actor 128, Actor 368, Actor 348",United Kingdom,2010-01-09,2009,NR,1 Season,"Classic & Cult TV, TV Mysteries",Ancient myths intertwine with modern life in this visually stunning epic.,2010,1,Jan,,1.0,United Kingdom,Classic & Cult TV,1.0,0,1,2,3,2000s,Adults
s01271,TV Show,Untitled Series 2217,Director 29,"Actor 99, Actor 439, Actor 492, Actor 5, Actor 133",India,2010-12-29,2008,TV-MA,2 Seasons,"Kids' TV, TV Thrillers, TV Dramas",A gripping story of survival and redemption set against breathtaking landscapes.,2010,12,Dec,,2.0,India,Kids' TV,2.0,0,1,3,5,2000s,Adults
s01272,TV Show,Untitled Series 1724,Director 114,"Actor 455, Actor 435, Actor 308",Mexico,2018-01-18,1957,TV-MA,1 Season,"TV Comedies, Talk Shows & Variety",Ancient myths intertwine with modern life in this visually stunning epic.,2018,1,Jan,,1.0,Mexico,TV Comedies,61.0,0,1,2,3,Pre-1980s,Adults
s01273,Movie,Untitled Film 2535,David Fincher,"Actor 193, Actor 451, Actor 45, Actor 339, Actor 44, Actor 306, Actor 483",India,2020-03-19,2019,R,140 min,"Anime Features, Stand-Up Comedy",A young entrepreneur bets everything on a revolutionary idea that could change the world.,2020,3,Mar,140.0,,India,Anime Features,1.0,0,1,2,7,2010s,Adults
s01274,Movie,Untitled Film 4949,Director 78,"Actor 1, Actor 137, Takuya Kimura",Brazil,2013-11-29,2020,R,159 min,"Independent Movies, Comedies",A detective must race against time to solve a series of mysterious disappearances.,2013,11,Nov,159.0,,Brazil,Independent Movies,0.0,0,1,2,3,2020s,Adults
s01275,Movie,Untitled Film 4827,Director 58,"Actor 80, Actor 136, Actor 374, Actor 78, Actor 115",United States,2021-07-07,1953,TV-MA,162 min,"International Movies, Sports Movies",A gripping story of survival and redemption set against breathtaking landscapes.,2021,7,Jul,162.0,,United States,International Movies,68.0,0,1,2,5,Pre-1980s,Adults
s01276,Movie,Untitled Film 3142,Director 123,"Actor 374, Actor 214, Actor 207, Actor 259, Actor 425",United States,2012-12-02,2011,G,69 min,"Sci-Fi & Fantasy, Dramas","Love, loss, and laughter collide in this heartwarming family drama.",2012,12,Dec,69.0,,United States,Sci-Fi & Fantasy,1.0,0,1,2,5,2010s,Kids
s01277,TV Show,Untitled Series 1265,Director 21,"Actor 434, Yoon Kye-sang, Actor 476",India,2019-08-19,1978,TV-14,1 Season,"Crime TV Shows, Docuseries","Love, loss, and laughter collide in this heartwarming family drama.",2019,8,Aug,,1.0,India,Crime TV Shows,41.0,0,1,2,3,Pre-1980s,Teens
s01278,Movie,Untitled Film 2609,Steven Spielberg,"Actor 73, Actor 467, Actor 205",United States,2015-02-20,2006,PG-13,144 min,"Children & Family Movies, Faith & Spirituality",A gripping story of survival and redemption set against breathtaking landscapes.,2015,2,Feb,144.0,,United States,Children & Family Movies,9.0,0,1,2,3,2000s,Teens
s01279,Movie,Untitled Film 2975,Director 139,"Actor 82, Actor 134, Actor 210, Actor 308, Actor 28, Actor 181, Actor 388","United States, Japan",2014-12-02,2011,PG,190 min,"Sci-Fi & Fantasy, Action & Adventure",A young entrepreneur bets everything on a revolutionary idea that could change the world.,2014,12,Dec,190.0,,United States,Sci-Fi & Fantasy,3.0,1,1,2,7,2010s,Teens
s01280,TV Show,Untitled Series 1581,Director 88,"Actor 32, Actor 123, Actor 215, Actor 287, Actor 251",Japan,2021-01-26,2006,TV-PG,4 Seasons,Romantic TV Shows,"Secrets buried for decades resurface, threatening to destroy everything.",2021,1,Jan,,4.0,Japan,Romantic TV Shows,15.0,0,0,1,5,2000s,Teens
s01281,Movie,Untitled Film 3339,Director 82,"Javier Bardem, Actor 45, Actor 420, Actor 201, Actor 115, Actor 304, Actor 469",United States,2013-03-14,2004,TV-MA,181 min,Sports Movies,"When the rules no longer apply, how far will you go to protect what you love?",2013,3,Mar,181.0,,United States,Sports Movies,9.0,0,0,1,7,2000s,Adults
s01282,TV Show,Untitled Series 823,Director 32,"Actor 380, Actor 191, Actor 16",Indonesia,2011-08-05,1968,TV-14,5 Seasons,TV Comedies,A young entrepreneur bets everything on a revolutionary idea that could change the world.,2011,8,Aug,,5.0,Indonesia,TV Comedies,43.0,0,0,1,3,Pre-1980s,Teens
s01283,TV Show,Untitled Series 1478,Ava DuVernay,"Actor 359, Actor 48, Actor 333",South Korea,2013-01-31,1979,TV-PG,6 Seasons,"Anime Series, Teen TV Shows","Love, loss, and laughter collide in this heartwarming family drama.",2013,1,Jan,,6.0,South Korea,Anime Series,34.0,0,1,2,3,Pre-1980s,Teens
s01284,TV Show,Untitled Series 1742,Director 154,"Actor 158, Actor 103, Actor 331",India,2014-07-17,1999,TV-MA,4 Seasons,"Classic & Cult TV, Korean TV Shows","When the rules no longer apply, how far will you go to protect what you love?",2014,7,Jul,,4.0,India,Classic & Cult TV,15.0,0,1,2,3,1990s,Adults
s01285,Movie,Untitled Film 5291,Director 86,Unknown,India,2021-09-04,1964,TV-PG,81 min,Horror Movies,A detective must race against time to solve a series of mysterious disappearances.,2021,9,Sep,81.0,,India,Horror Movies,57.0,0,0,1,0,Pre-1980s,Teens
s01286,Movie,Untitled Film 4171,Director 168,"Actor 258, Actor 469, Actor 373",United Kingdom,2014-06-06,1962,PG-13,84 min,"Dramas, Children & Family Movies","When the rules no longer apply, how far will you go to protect what you love?",2014,6,Jun,84.0,,United Kingdom,Dramas,52.0,0,1,2,3,Pre-1980s,Teens
s01287,Movie,Untitled Film 5649,Director 46,"Actor 225, Actor 184, Actor 7, Actor 133, Actor 412",United States,2010-11-18,1966,NR,184 min,"Cult Movies, International Movies, Independent Movies",A detective must race against time to solve a series of mysterious disappearances.,2010,11,Nov,184.0,,United States,Cult Movies,44.0,0,1,3,5,Pre-1980s,Adults
s01288,Movie,Untitled Film 4533,Pedro Almodovar,Unknown,"India, Denmark",2016-06-19,2003,PG-13,108 min,"Independent Movies, Thrillers, Children & Family Movies",A detective must race against time to solve a series of mysterious disappearances.,2016,6,Jun,108.0,,India,Independent Movies,13.0,1,1,3,0,2000s,Teens
s01289,Movie,Untitled Film 1065,Unknown,"Actor 191, Actor 426, Actor 411, Actor 204, Actor 409, Actor 477, Actor 344",Canada,2021-10-06,2019,R,92 min,"International Movies, Action & Adventure",A single decision ripples through generations in this powerful generational saga.,2021,10,Oct,92.0,,Canada,International Movies,2.0,0,1,2,7,2010s,Adults
s01290,Movie,Untitled Film 4996,Martin Scorsese,"Actor 194, Actor 229, Actor 336, Actor 42, Actor 446",South Korea,2017-01-19,1965,PG-13,78 min,Independent Movies,A young entrepreneur bets everything on a revolutionary idea that could change the world.,2017,1,Jan,78.0,,South Korea,Independent Movies,52.0,0,0,1,5,Pre-1980s,Teens
s01291,Movie,Untitled Film 2480,Director 5,"Actor 46, Actor 343, Actor 368","United States, Argentina",2016-08-09,1981,G,95 min,"Classic Movies, Cult Movies, Horror Movies",A detective must race against time to solve a series of mysterious disappearances.,2016,8,Aug,95.0,,United States,Classic Movies,35.0,1,1,3,3,1980s,Kids
s01292,Movie,Untitled Film 5578,Unknown,"Actor 309, Naseeruddin Shah, Actor 161, Actor 320, Actor 329, Actor 43, Actor 191",Turkey,2014-09-12,1955,PG-13,172 min,"Children & Family Movies, Stand-Up Comedy","Secrets buried for decades resurface, threatening to destroy everything.",2014,9,Sep,172.0,,Turkey,Children & Family Movies,59.0,0,1,2,7,Pre-1980s,Teens
s01293,TV Show,Untitled Series 1605,Director 34,"Actor 45, Actor 236, Actor 347, Actor 260, Actor 365, Actor 63, Actor 360",Thailand,2008-01-07,1988,TV-MA,2 Seasons,"TV Mysteries, Classic & Cult TV","Love, loss, and laughter collide in this heartwarming family drama.",2008,1,Jan,,2.0,Thailand,TV Mysteries,20.0,0,1,2,7,1980s,Adults
s01294,Movie,Untitled Film 2893,Director 183,"Actor 43, Actor 115, Denzel Washington",Canada,2019-10-18,2016,R,83 min,Faith & Spirituality,A young entrepreneur bets everything on a revolutionary idea that could change the world.,2019,10,Oct,83.0,,Canada,Faith & Spirituality,3.0,0,0,1,3,2010s,Adults
s01295,Movie,Untitled Film 1961,Director 101,"Actor 80, Actor 469, Actor 227","India, Spain",2009-02-28,2017,PG,172 min,Romantic Movies,"In a world on the brink of collapse, one person holds the key to salvation.",2009,2,Feb,172.0,,India,Romantic Movies,0.0,1,0,1,3,2010s,Teens
s01296,Movie,Untitled Film 2622,Nora Ephron,"Song Joong-ki, Actor 475, Actor 57, Actor 445, Actor 77, Actor 24, Actor 393",United States,2019-12-30,2002,TV-PG,83 min,"Classic Movies, Music & Musicals","Secrets buried for decades resurface, threatening to destroy everything.",2019,12,Dec,83.0,,United States,Classic Movies,17.0,0,1,2,7,2000s,Teens
s01297,Movie,Untitled Film 2672,Director 183,"Actor 180, Actor 228, Actor 51, Actor 359, Actor 247",India,2008-01-19,1968,NR,176 min,Romantic Movies,A gripping story of survival and redemption set against breathtaking landscapes.,2008,1,Jan,176.0,,India,Romantic Movies,40.0,0,0,1,5,Pre-1980s,Adults
s01298,Movie,Untitled Film 236,Director 149,"Haruka Ayase, Actor 312, Actor 119, Actor 150, Actor 273, Actor 75, Actor 76",United States,2017-09-06,1992,R,73 min,Documentaries,A gripping story of survival and redemption set against breathtaking landscapes.,2017,9,Sep,73.0,,United States,Documentaries,25.0,0,0,1,7,1990s,Adults
s01299,Movie,Untitled Film 3313,Unknown,"Actor 389, Actor 412, Actor 233, Actor 188, Actor 122, Actor 109, Actor 116",United States,2021-03-16,1968,R,182 min,"Children & Family Movies, Dramas, Anime Features",A young entrepreneur bets everything on a revolutionary idea that could change the world.,2021,3,Mar,182.0,,United States,Children & Family Movies,53.0,0,1,3,7,Pre-1980s,Adults
s01300,Movie,Untitled Film 4773,Director 142,"Actor 25, Actor 55, Actor 94, Actor 190, Actor 240",United States,2011-02-19,1953,R,93 min,"Romantic Movies, Thrillers","In a world on the brink of collapse, one person holds the key to salvation.",2011,2,Feb,93.0,,United States,Romantic Movies,58.0,0,1,2,5,Pre-1980s,Adults
s01301,Movie,Untitled Film 1540,Director 160,"Actor 321, Actor 399, Actor 268, Actor 319, Actor 107",United States,2010-08-14,1977,TV-MA,118 min,Horror Movies,"When the rules no longer apply, how far will you go to protect what you love?",2010,8,Aug,118.0,,United States,Horror Movies,33.0,0,0,1,5,Pre-1980s,Adults
s01302,Movie,Untitled Film 2408,Director 22,"Actor 33, Actor 343, Actor 231","India, Australia",2021-02-02,2015,TV-MA,136 min,"Sci-Fi & Fantasy, Sports Movies","Love, loss, and laughter collide in this heartwarming family drama.",2021,2,Feb,136.0,,India,Sci-Fi & Fantasy,6.0,1,1,2,3,2010s,Adults
s01303,Movie,Untitled Film 5386,Director 171,"Actor 159, Actor 370, Actor 391",United States,2013-03-15,1995,TV-MA,200 min,Classic Movies,"In a world on the brink of collapse, one person holds the key to salvation.",2013,3,Mar,200.0,,United States,Classic Movies,18.0,0,0,1,3,1990s,Adults
s01304,Movie,Untitled Film 2155,Director 79,"Actor 85, Actor 250, Actor 462, Actor 356, Actor 202",United States,2013-07-10,2015,NR,184 min,Faith & Spirituality,A young entrepreneur bets everything on a revolutionary idea that could change the world.,2013,7,Jul,184.0,,United States,Faith & Spirituality,0.0,0,0,1,5,2010s,Adults
s01305,Movie,Untitled Film 2327,Director 143,"Actor 191, Actor 395, Actor 108",Indonesia,2016-10-31,2005,NR,173 min,"Faith & Spirituality, Anime Features",A young entrepreneur bets everything on a revolutionary idea that could change the world.,2016,10,Oct,173.0,,Indonesia,Faith & Spirituality,11.0,0,1,2,3,2000s,Adults
s01306,TV Show,Untitled Series 993,Director 11,"Actor 324, Actor 464, Actor 61",Thailand,2016-09-15,2013,TV-MA,1 Season,Talk Shows & Variety,Ancient myths intertwine with modern life in this visually stunning epic.,2016,9,Sep,,1.0,Thailand,Talk Shows & Variety,3.0,0,0,1,3,2010s,Adults
s01307,Movie,Untitled Film 6066,Director 101,"Actor 230, Actor 4, Actor 400, Actor 81, Actor 380",United States,2014-06-05,2002,TV-PG,200 min,"Documentaries, Stand-Up Comedy","In a world on the brink of collapse, one person holds the key to salvation.",2014,6,Jun,200.0,,United States,Documentaries,12.0,0,1,2,5,2000s,Teens
s01308,Movie,Untitled Film 4799,Director 193,"Actor 490, Actor 63, Actor 81",Germany,2009-09-24,2003,TV-MA,120 min,LGBTQ Movies,"Love, loss, and laughter collide in this heartwarming family drama.",2009,9,Sep,120.0,,Germany,LGBTQ Movies,6.0,0,0,1,3,2000s,Adults
s01309,TV Show,Untitled Series 1861,Director 149,"Amitabh Bachchan, Actor 75, Actor 258",India,2010-12-07,1998,TV-MA,1 Season,"TV Sci-Fi & Fantasy, TV Thrillers","When the rules no longer apply, how far will you go to protect what you love?",2010,12,Dec,,1.0,India,TV Sci-Fi & Fantasy,12.0,0,1,2,3,1990s,Adults
s01310,TV Show,Untitled Series 48,Director 46,"Actor 179, Actor 282, Actor 430",Spain,2010-08-23,1966,TV-MA,2 Seasons,British TV Shows,"Secrets buried for decades resurface, threatening to destroy everything.",2010,8,Aug,,2.0,Spain,British TV Shows,44.0,0,0,1,3,Pre-1980s,Adults
s01311,Movie,Untitled Film 6097,Director 21,"Actor 449, Actor 120, Actor 285, Cate Blanchett, Actor 198",Canada,2017-02-03,1976,PG-13,102 min,Faith & Spirituality,"Secrets buried for decades resurface, threatening to destroy everything.",2017,2,Feb,102.0,,Canada,Faith & Spirituality,41.0,0,0,1,5,Pre-1980s,Teens
s01312,Movie,Untitled Film 5411,Jordan Peele,"Actor 440, Actor 4, Actor 399, Actor 207, Actor 201",United States,2016-08-05,1987,UR,80 min,Action & Adventure,A gripping story of survival and redemption set against breathtaking landscapes.,2016,8,Aug,80.0,,United States,Action & Adventure,29.0,0,0,1,5,1980s,Adults
s01313,Movie,Untitled Film 3155,Director 36,"Actor 256, Actor 12, Actor 61, Actor 177, Actor 209",Australia,2010-07-19,2001,R,87 min,Children & Family Movies,"Love, loss, and laughter collide in this heartwarming family drama.",2010,7,Jul,87.0,,Australia,Children & Family Movies,9.0,0,0,1,5,2000s,Adults
s01314,Movie,Untitled Film 5418,Director 45,Unknown,France,2014-02-19,2018,NR,167 min,"Children & Family Movies, Comedies",A gripping story of survival and redemption set against breathtaking landscapes.,2014,2,Feb,167.0,,France,Children & Family Movies,0.0,0,1,2,0,2010s,Adults
s01315,Movie,Untitled Film 3520,Marcus Raboy,"Actor 63, Actor 3, Actor 26, Actor 297, Actor 143, Actor 17, Actor 132",United States,2020-03-17,1961,TV-MA,186 min,"Music & Musicals, Faith & Spirituality",An unlikely friendship forms between two strangers in extraordinary circumstances.,2020,3,Mar,186.0,,United States,Music & Musicals,59.0,0,1,2,7,Pre-1980s,Adults
s01316,Movie,Untitled Film 4422,Director 4,"Actor 183, Actor 242, Actor 491, Actor 315, Actor 287, Actor 245, Actor 137",United States,2008-11-20,1981,TV-MA,68 min,"Romantic Movies, Classic Movies, Faith & Spirituality",An unlikely friendship forms between two strangers in extraordinary circumstances.,2008,11,Nov,68.0,,United States,Romantic Movies,27.0,0,1,3,7,1980s,Adults
s01317,Movie,Untitled Film 466,Director 112,"Actor 59, Actor 309, Actor 470",France,2021-04-09,1962,PG,182 min,Comedies,A single decision ripples through generations in this powerful generational saga.,2021,4,Apr,182.0,,France,Comedies,59.0,0,0,1,3,Pre-1980s,Teens
s01318,Movie,Untitled Film 1629,Director 91,"Amitabh Bachchan, Actor 143, Actor 68, Actor 274, Actor 72",United States,2008-05-12,1967,NR,94 min,Anime Features,A single decision ripples through generations in this powerful generational saga.,2008,5,May,94.0,,United States,Anime Features,41.0,0,0,1,5,Pre-1980s,Adults
s01319,TV Show,Untitled Series 1195,Director 103,"Actor 367, Actor 279, Actor 416","Philippines, Indonesia",2012-10-11,2005,TV-Y,1 Season,TV Comedies,"Love, loss, and laughter collide in this heartwarming family drama.",2012,10,Oct,,1.0,Philippines,TV Comedies,7.0,1,0,1,3,2000s,Kids
s01320,TV Show,Untitled Series 296,Director 46,"Actor 133, Actor 99, Actor 334",United States,2016-07-01,1965,TV-PG,1 Season,TV Dramas,An unlikely friendship forms between two strangers in extraordinary circumstances.,2016,7,Jul,,1.0,United States,TV Dramas,51.0,0,0,1,3,Pre-1980s,Teens
s01321,TV Show,Untitled Series 942,Director 77,"Actor 330, Actor 323, Actor 149, Actor 308, Actor 157",United States,2017-09-19,1973,TV-MA,1 Season,"TV Thrillers, TV Mysteries",An unlikely friendship forms between two strangers in extraordinary circumstances.,2017,9,Sep,,1.0,United States,TV Thrillers,44.0,0,1,2,5,Pre-1980s,Adults
s01322,Movie,Untitled Film 1102,Director 130,"Actor 345, Actor 414, Actor 377","Spain, Italy",2018-06-18,2019,PG-13,153 min,"LGBTQ Movies, Thrillers",A gripping story of survival and redemption set against breathtaking landscapes.,2018,6,Jun,153.0,,Spain,LGBTQ Movies,0.0,1,1,2,3,2010s,Teens
s01323,Movie,Untitled Film 2988,Director 142,"Actor 191, Actor 352, Actor 350, Actor 494, Actor 281, Actor 127, Actor 166",South Korea,2017-09-14,2007,TV-MA,87 min,"Comedies, Sci-Fi & Fantasy",A detective must race against time to solve a series of mysterious disappearances.,2017,9,Sep,87.0,,South Korea,Comedies,10.0,0,1,2,7,2000s,Adults
s01324,Movie,Untitled Film 3275,Director 94,Unknown,United States,2013-10-22,1998,NR,94 min,Stand-Up Comedy,"Secrets buried for decades resurface, threatening to destroy everything.",2013,10,Oct,94.0,,United States,Stand-Up Comedy,15.0,0,0,1,0,1990s,Adults
s01325,Movie,Untitled Film 1786,Director 174,"Actor 433, Actor 83, Nicolas Cage, Om Puri, Actor 399",United States,2017-06-10,1973,TV-14,61 min,"Dramas, Children & Family Movies",An unlikely friendship forms between two strangers in extraordinary circumstances.,2017,6,Jun,61.0,,United States,Dramas,44.0,0,1,2,5,Pre-1980s,Teens
s01326,Movie,Untitled Film 1074,Director 195,"Actor 143, Actor 121, Actor 212, Actor 124, Actor 129",India,2019-04-01,1964,R,197 min,Anime Features,A detective must race against time to solve a series of mysterious disappearances.,2019,4,Apr,197.0,,India,Anime Features,55.0,0,0,1,5,Pre-1980s,Adults
s01327,Movie,Untitled Film 71,Director 124,"Actor 10, Shah Rukh Khan, Actor 257, Actor 72, Actor 17",United States,2012-04-26,1995,PG-13,197 min,"Anime Features, Children & Family Movies",A single decision ripples through generations in this powerful generational saga.,2012,4,Apr,197.0,,United States,Anime Features,17.0,0,1,2,5,1990s,Teens
